stock_price,volume,SMA_10,EMA_10,MACD,Signal_Line,RSI,Middle_Band,Upper_Band,Lower_Band
96.70175047805908,93994.1164115447,95.42806632655382,96.42270386840678,0.16885701005737985,-0.1751651544529351,44.708746448556795,96.27732527379823,101.24226734967176,91.31238319792469
97.67416783389724,156265.75402213476,95.86360917000657,96.65365761884313,0.24345064695523888,-0.09066259563324006,49.33905218283549,96.16103366549308,100.86070832135599,91.46135900963017
96.49836107429653,144147.94345432034,96.27306732407793,96.62507611836823,0.21943228731807096,-0.0281825980327933,52.28471550289551,96.07166716495077,100.6680700397062,91.47526429019534
97.22957468136288,179176.75459160274,96.50994189187708,96.73608369724715,0.24788067729694774,0.027357910327055007,58.9120392984603,96.07806463292012,100.68085519490124,91.475274070939
96.4588104912546,152196.90143760922,96.88662457627223,96.68525878989828,0.2140624711595791,0.06487599664689807,57.14114544663332,96.0524913075819,100.6400678757718,91.464914739392
95.32234091356067,177280.0003269695,97.2074973079286,96.43580266554268,0.10625621717237266,0.07318342533021131,55.08360123517041,95.87908701631723,100.28967898900406,91.4684950436304
94.54135582476161,238171.89983964892,96.9253975623649,96.08948030259953,-0.033748786587963764,0.051732150446399575,55.46065052147661,95.66276067227496,99.87612189297013,91.44939945157978
95.57145282819114,186761.59720401932,96.71485590098533,95.99487385961109,-0.06942264985200097,0.02744246152253854,51.95811715802235,95.54406297969798,99.61811546027491,91.47001049912106
93.52083762792839,139895.56146699173,96.18614040641826,95.54341069980605,-0.243058029838366,-0.026762484363454176,52.298877886117964,95.4394255628759,99.61226177537195,91.26658935037985
92.94490091799447,176481.61217266732,95.64635526713066,95.06954736315716,-0.4172247275243137,-0.10497596249085815,52.30593816292591,95.38940400722704,99.66048089272621,91.11832712172787
93.43278707726527,146792.6238521229,95.31945892705127,94.77122985853183,-0.5129124191021361,-0.1866643791748727,35.18718122607271,95.37376262680255,99.67238854655535,91.07513670704974
92.89168662862338,120244.27035929699,94.84121080652389,94.42881411589926,-0.6212792771568303,-0.2736735284590106,32.26482706849448,95.35240998826524,99.69800279216884,91.00681718436164
92.24643173084236,91794.49227214034,94.41601787217847,94.03137096617571,-0.7462614843903452,-0.36826606357272373,24.77252112530998,95.3445425981282,99.71312134673286,90.97596384952354
92.20921630247207,111209.84275288186,93.91398203428939,93.69962870534957,-0.8380843163191685,-0.46228930843340416,25.61560397495481,95.21196196308324,99.79789057789738,90.6260333482691
93.28915441781253,80764.18374035822,93.5970164269452,93.62491567929402,-0.8197915868439622,-0.5338260375465552,35.79942947030378,95.24182050160871,99.76602647401289,90.71761452920454
